"Category","CheckId","CheckName","Error","FindingCount","Result","ScanNote","ScanTimeUtc"
"Kerberos_Security","KRB-033","PAC Validation Disabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-034","S4U2Self Abuse Detection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-035","S4U2Proxy Abuse Detection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-036","Kerberos AES Not Enforced","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-037","Unconstrained Delegation Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-038","Kerberos ticket lifetime excessive (LDAP placeholder — see ticket policy doc)","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-039","KRBTGT Password Age","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-040","Kerberos Armoring Not Enabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-041","Service Accounts with Unconstrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-042","Kerberos Pre Auth Not Required Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-043","Duplicate SPNs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-044","Kerberos Clock Skew Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-045","Protected Users Group Not Used","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-002","LDAP Channel Binding Disabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-003","Anonymous LDAP Bind Allowed (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-004","LDAPS Not Configured","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-005","LDAP Query Performance Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-006","LDAP Referral Chasing Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-007","LDAP Server Certificate Invalid","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-008","LDAP Connection Limits","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-009","LDAP Query Policy Weak","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-010","LDAP Admin Limits Not Set","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-011","LDAP Null Base Search Allowed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-012","LDAP Encryption Downgrade Possible","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-013","LDAP Audit Logging Disabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-014","LDAP Paged Results Abuse","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"LDAP_Security","LDAP-015","LDAP Bind Redirect Attacks","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-001","IPsec Policy Validation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-002","Firewall Rules for AD Ports","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-003","Network Segmentation Validation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-004","VLAN Isolation Checks","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-005","Broadcast Multicast Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-006","DNS Scavenging Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-007","WINS Server Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-008","IPv6 Security Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-009","Network Access Protection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Network_Security","NET-010","RPC Security Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-001","DCShadow Attack Indicators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-002","Golden Ticket Indicators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-003","Silver Ticket Indicators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-004","Skeleton Key Malware Detection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-005","AdminSDHolder Tampering","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-006","DSRM Password Changes","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-007","Malicious SPN Additions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-008","Hidden Accounts in CN Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-009","Backdoor Accounts Detection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-010","Suspicious Group Modifications","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-011","ACL Backdoors","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Persistence_Detection","PERS-012","Suspicious Object Creation Patterns","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-001","AD-Integrated Certificate Authorities","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-002","Certificate Templates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-003","Certificate Template Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-004","Certificate Template Enrollment Rights","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-005","Certificate Template Auto Enrollment","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-006","Certificate Template Subject Name","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-007","Certificate Template SAN Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-008","Certificate Template EKU Settings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-009","Certificate Template Validity Period","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-010","Certificate Template Renewal Period","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-011","Certificate Template Key Size","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-012","Certificate Template Cryptographic Providers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-013","Certificate Template Superseded Templates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-014","Certificate Template Issuance Requirements","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-015","Certificate Template Application Policies","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-016","Certificate Template Manager Approval","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-017","Certificate Template Authorized Signatures","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-018","Certificate Template Private Key Archival","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-019","Certificate Template Key Attestation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-020","Enrollment Services","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-021","Enrollment Service Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-022","CA Certificate Locations","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-023","CA Certificate Revocation Lists","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-024","CA AIA Locations","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-025","CA OCSP Responders","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-026","CA Key Recovery Agents","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-027","CA Certificate Managers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-028","CA Auditors","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-029","NTAuth Store Certificates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"PKI_Services","PKI-030","Enterprise Root CA Certificates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-001","Membership Domain Admins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-002","Membership Enterprise Admins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-003","Membership Schema Admins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-004","Membership Administrators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-005","Membership Account Operators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-006","Membership Backup Operators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-007","Membership Server Operators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-008","Membership Print Operators","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-009","Membership DnsAdmins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-010","Membership Group Policy Creator Owners","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-011","Membership Cert Publishers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-012","Membership Remote Desktop Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-013","Membership Key Admins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-014","Membership Enterprise Key Admins","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-015","Privileged Users adminCount1","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-016","Privileged Computers adminCount1","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-017","Admin Accounts with Non-Expiring Password","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-018","Admin Accounts with SPNs Kerberoasting Risk","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-019","Admin Accounts Not in Protected Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-020","Admin Accounts That Can Be Delegated","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-021","Protected Users Group Members","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-022","Denied RODC Password Replication Group","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-023","Allowed RODC Password Replication Group","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-024","Pre-Windows 2000 Compatible Access Members","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-025","Incoming Forest Trust Builders","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-026","AdminSDHolder Object","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-027","Exchange Windows Permissions Group","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-028","Exchange Trusted Subsystem Group","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-029","Admin Accounts with Reversible Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-030","Admin Accounts with DES Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-031","PAW Compliance Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Privileged_Access","PRV-032","Admin Logons from Non PAW","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-001","Printers Published in AD","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-002","Shared Folders Published","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-003","Shared Folder Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-004","Shared Folder UNC Paths","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-005","Printer Queue Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-006","Printer Driver Versions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-007","Printer Server Names","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-008","Printer Share Names","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-009","Printer Locations","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-010","Printer Port Names","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-011","RPC Services Published","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-012","RPC Service Bindings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-013","RPC Profiles","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-014","RPC Profile Elements","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-015","RPC Groups","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-016","RPC Servers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-017","RPC Server Elements","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-018","Service Connection Points","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-019","SCP Service Bindings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-020","SCP Keywords","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-021","Remote Desktop Connection Brokers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-022","Exchange Servers Published","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-023","MSMQ Queue Aliases","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-024","MSMQ Queues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-025","MSMQ Settings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Published_Resources","PUBRES-026","MSMQ Enterprise Settings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
